,Unnamed: 0,Project,File,Class,Code,isDC,isGC
2445,2445,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\SlowConsumerTest.,SlowConsumerTest,"public class SlowConsumerTest extends TestCase { private static final Logger LOG = LoggerFactory getLogger(SlowConsumerTest class); private static final int MESSAGES COUNT = 10000; private final int messageLogFrequency = 2500; private final long messageReceiveTimeout = 10000L; private Socket stompSocket; private ByteArrayOutputStream inputBuffer; private int messagesCount; public void testRemoveSubscriber() throws Exception { final BrokerService broker = new BrokerService(); broker setPersistent(true); broker setUseJmx(true); broker setDeleteAllMessagesOnStartup(true); broker addConnector( tcp broker start(); ActiveMQConnectionFactory factory = new ActiveMQConnectionFactory( broker getTransportConnectors() get(0) getPublishableConnectString()); final Connection connection = factory createConnection(); connection start(); Thread producingThread = new Thread( Producing thread ) { public void run() { try { Session session = connection createSession(false, Session AUTO ACKNOWLEDGE); MessageProducer producer = session createProducer(new ActiveMQQueue(getDestinationName())); for (int idx = 0; idx < MESSAGES COUNT; ++idx) { Message message = session createTextMessage( + idx); producer send(message); LOG debug( Sending + idx); } producer close(); session close(); } catch (Throwable ex) { ex printStackTrace(); } } }; producingThread setPriority(Thread MAX PRIORITY); producingThread start(); Thread sleep(1000); Thread consumingThread = new Thread( Consuming thread ) { public void run() { try { Session session = connection createSession(false, Session CLIENT ACKNOWLEDGE); MessageConsumer consumer = session createConsumer(new ActiveMQQueue(getDestinationName())); int diff = 0; while (messagesCount != MESSAGES COUNT) { Message msg = consumer receive(messageReceiveTimeout); if (msg == null) { LOG warn( Got null message at count + messagesCount + Continuing ); break; } String text = ((TextMessage)msg) getText(); int currentMsgIdx = Integer parseInt(text); LOG debug( Received + text + messageCount + messagesCount); msg acknowledge(); if ((messagesCount + diff) != currentMsgIdx) { LOG debug( Message(s) skipped!! Should be message no + messagesCount + but got + currentMsgIdx); diff = currentMsgIdx - messagesCount; } ++messagesCount; if (messagesCount % messageLogFrequency == 0) { LOG info( Received + messagesCount + messages so far ); } } } catch (Throwable ex) { ex printStackTrace(); } } }; consumingThread start(); consumingThread join(); assertEquals(MESSAGES COUNT, messagesCount); } public void sendFrame(String data) throws Exception { byte[] bytes = data getBytes( UTF-8 ); OutputStream outputStream = stompSocket getOutputStream(); for (int i = 0; i < bytes length; i++) { outputStream write(bytes[i]); } outputStream flush(); } public String receiveFrame(long timeOut) throws Exception { stompSocket setSoTimeout((int)timeOut); InputStream is = stompSocket getInputStream(); int c = 0; for (;;) { c = is read(); if (c < 0) { throw new IOException( socket closed ); } else if (c == 0) { c = is read(); byte[] ba = inputBuffer toByteArray(); inputBuffer reset(); return new String(ba, UTF-8 ); } else { inputBuffer write(c); } } } protected String getDestinationName() { return getClass() getName() + + getName(); } }",1.0,
2446,2446,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\SparseAckReplayAfterStoreCleanupAMQStoreTest.,SparseAckReplayAfterStoreCleanupAMQStoreTest,"public class SparseAckReplayAfterStoreCleanupAMQStoreTest extends AMQ2832Test { Override protected void configurePersistence(BrokerService brokerService, boolean deleteAllOnStart) throws Exception { brokerService setPersistenceFactory(new AMQPersistenceAdapterFactory()); AMQPersistenceAdapterFactory factory = (AMQPersistenceAdapterFactory) brokerService getPersistenceFactory(); factory setMaxFileLength(1024 * 12); factory setCheckpointInterval(500); factory setCleanupInterval(500); factory setSyncOnWrite(false); if (!deleteAllOnStart) { factory setForceRecoverReferenceStore(true); } brokerService getPersistenceAdapter(); } }",1.0,
2447,2447,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\TempQueueDeleteOnCloseTest.,TempQueueDeleteOnCloseTest,"public class TempQueueDeleteOnCloseTest { Test public void test() throws Exception { ConnectionFactory connectionFactory = new ActiveMQConnectionFactory( vm Connection connectionA = connectionFactory createConnection(); connectionA setClientID( ConnectionA ); Session sessionA = connectionA createSession(false, Session AUTO ACKNOWLEDGE); Destination tempQueueA = sessionA createTemporaryQueue(); MessageConsumer consumer = sessionA createConsumer(tempQueueA); connectionA start(); Connection connectionB = connectionFactory createConnection(); connectionB setClientID( ConnectionB ); connectionB start(); connectionB close(); consumer close(); connectionA close(); } }",1.0,
2450,2450,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\TempStoreDataCleanupTest.,TempStoreDataCleanupTest,"public class TempStoreDataCleanupTest { private static final Logger LOG = LoggerFactory getLogger(TempStoreDataCleanupTest class); private static final String QUEUE NAME = TempStoreDataCleanupTest class getName() + Queue ; private final String str = new String( QAa0bcLdUK2eHfJgTP8XhiFj61DOklNm9nBoI5pGqYVrs3CtSuMZvwWx4yE7zR ); private BrokerService broker; private String connectionUri; private ExecutorService pool; private String queueName; private Random r = new Random(); Before public void setUp() throws Exception { broker = new BrokerService(); broker setDataDirectory( target + File separator + activemq-data ); broker setPersistent(true); broker setUseJmx(true); broker setDedicatedTaskRunner(false); broker setAdvisorySupport(false); broker setDeleteAllMessagesOnStartup(true); SharedDeadLetterStrategy strategy = new SharedDeadLetterStrategy(); strategy setProcessExpired(false); strategy setProcessNonPersistent(false); PolicyEntry defaultPolicy = new PolicyEntry(); defaultPolicy setQueue( > ); defaultPolicy setOptimizedDispatch(true); defaultPolicy setDeadLetterStrategy(strategy); defaultPolicy setMemoryLimit(9000000); PolicyMap policyMap = new PolicyMap(); policyMap setDefaultEntry(defaultPolicy); broker setDestinationPolicy(policyMap); broker getSystemUsage() getMemoryUsage() setLimit(300000000L); broker addConnector( tcp broker start(); broker waitUntilStarted(); connectionUri = broker getTransportConnectors() get(0) getPublishableConnectString(); pool = Executors newFixedThreadPool(10); } After public void tearDown() throws Exception { if (broker != null) { broker stop(); broker waitUntilStopped(); } if (pool != null) { pool shutdown(); } } Test public void testIt() throws Exception { int startPercentage = broker getAdminView() getMemoryPercentUsage(); LOG info( MemoryUseage at test start = + startPercentage); for (int i = 0; i < 2; i++) { LOG info( Started the test iteration + i + using queueName = + queueName); queueName = QUEUE NAME + i; final CountDownLatch latch = new CountDownLatch(11); pool execute(new Runnable() { Override public void run() { receiveAndDiscard100messages(latch); } }); for (int j = 0; j < 10; j++) { pool execute(new Runnable() { Override public void run() { send10000messages(latch); } }); } LOG info( Waiting on the send / receive latch ); latch await(5, TimeUnit MINUTES); LOG info( Resumed ); destroyQueue(); TimeUnit SECONDS sleep(2); } LOG info( MemoryUseage before awaiting temp store cleanup = + broker getAdminView() getMemoryPercentUsage()); final PListStoreImpl pa = (PListStoreImpl) broker getTempDataStore(); assertTrue( only one journal file should be left + pa getJournal() getFileMap() size(), Wait waitFor(new Wait Condition() { Override public boolean isSatisified() throws Exception { return pa getJournal() getFileMap() size() == 1; } }, TimeUnit MINUTES toMillis(3)) ); int endPercentage = broker getAdminView() getMemoryPercentUsage(); LOG info( MemoryUseage at test end = + endPercentage); assertEquals(startPercentage, endPercentage); } public void destroyQueue() { try { Broker broker = this broker getBroker(); if (!broker isStopped()) { LOG info( Removing + queueName); broker removeDestination(this broker getAdminConnectionContext(), new ActiveMQQueue(queueName), 10); } } catch (Exception e) { LOG warn( Got an error while removing the test queue , e); } } private void send10000messages(CountDownLatch latch) { ActiveMQConnection activeMQConnection = null; try { activeMQConnection = createConnection(null); Session session = activeMQConnection createSession(false, Session AUTO ACKNOWLEDGE); MessageProducer producer = session createProducer(session createQueue(queueName)); producer setDeliveryMode(DeliveryMode NON PERSISTENT); activeMQConnection start(); for (int i = 0; i < 10000; i++) { TextMessage textMessage = session createTextMessage(); textMessage setText(generateBody(1000)); textMessage setJMSDeliveryMode(DeliveryMode NON PERSISTENT); producer send(textMessage); try { Thread sleep(10); } catch (InterruptedException e) { } } producer close(); } catch (JMSException e) { LOG warn( Got an error while sending the messages , e); } finally { if (activeMQConnection != null) { try { activeMQConnection close(); } catch (JMSException e) { } } } latch countDown(); } private void receiveAndDiscard100messages(CountDownLatch latch) { ActiveMQConnection activeMQConnection = null; try { activeMQConnection = createConnection(null); Session session = activeMQConnection createSession(false, Session AUTO ACKNOWLEDGE); MessageConsumer messageConsumer = session createConsumer( session createQueue(queueName)); activeMQConnection start(); for (int i = 0; i < 100; i++) { messageConsumer receive(); } messageConsumer close(); LOG info( Created and disconnected ); } catch (JMSException e) { LOG warn( Got an error while receiving the messages , e); } finally { if (activeMQConnection != null) { try { activeMQConnection close(); } catch (JMSException e) { } } } latch countDown(); } private ActiveMQConnection createConnection(String id) throws JMSException { ActiveMQConnectionFactory factory = new ActiveMQConnectionFactory(connectionUri); if (id != null) { factory setClientID(id); } ActiveMQConnection connection = (ActiveMQConnection) factory createConnection(); return connection; } private String generateBody(int length) { StringBuilder sb = new StringBuilder(); int te = 0; for (int i = 1; i <= length; i++) { te = r nextInt(62); sb append(str charAt(te)); } return sb toString(); } }",1.0,
2451,2451,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\TransactedStoreUsageSuspendResumeTest.,TransactedStoreUsageSuspendResumeTest,"public class TransactedStoreUsageSuspendResumeTest { private static final Logger LOG = LoggerFactory getLogger(TransactedStoreUsageSuspendResumeTest class); private static final int MAX MESSAGES = 10000; private static final String QUEUE NAME = test queue ; private BrokerService broker; private final CountDownLatch messagesReceivedCountDown = new CountDownLatch(MAX MESSAGES); private final CountDownLatch messagesSentCountDown = new CountDownLatch(MAX MESSAGES); private final CountDownLatch consumerStartLatch = new CountDownLatch(1); private class ConsumerThread extends Thread { Override public void run() { try { consumerStartLatch await(30, TimeUnit SECONDS); ConnectionFactory factory = new ActiveMQConnectionFactory( vm Connection connection = factory createConnection(); connection start(); Session session = connection createSession(true, Session SESSION TRANSACTED); long currentSendCount; do { currentSendCount = messagesSentCountDown getCount(); TimeUnit SECONDS sleep(5); } while (currentSendCount != messagesSentCountDown getCount()); LOG info( Starting consumer at + currentSendCount); MessageConsumer consumer = session createConsumer(session createQueue(QUEUE NAME)); do { Message message = consumer receive(1000); if (message != null) { session commit(); messagesReceivedCountDown countDown(); } if (messagesReceivedCountDown getCount() % 500 == 0) { LOG info( remaining to receive + messagesReceivedCountDown getCount()); } } while (messagesReceivedCountDown getCount() != 0); consumer close(); session close(); connection close(); } catch (Exception e) { Assert fail(e getMessage()); } } } Before public void setup() throws Exception { broker = new BrokerService(); broker setDeleteAllMessagesOnStartup(true); broker setPersistent(true); KahaDBPersistenceAdapter kahaDB = new KahaDBPersistenceAdapter(); kahaDB setJournalMaxFileLength(500 * 1024); kahaDB setCleanupInterval(10*1000); broker setPersistenceAdapter(kahaDB); broker getSystemUsage() getStoreUsage() setLimit(7*1024*1024); broker start(); broker waitUntilStarted(); } After public void tearDown() throws Exception { broker stop(); } Test public void testTransactedStoreUsageSuspendResume() throws Exception { ConsumerThread thread = new ConsumerThread(); thread start(); ExecutorService sendExecutor = Executors newSingleThreadExecutor(); sendExecutor execute(new Runnable() { Override public void run() { try { sendMessages(); } catch (Exception ignored) { } } }); sendExecutor shutdown(); sendExecutor awaitTermination(5, TimeUnit MINUTES); boolean allMessagesReceived = messagesReceivedCountDown await(120, TimeUnit SECONDS); assertTrue( Got all messages + messagesReceivedCountDown, allMessagesReceived); } private void sendMessages() throws Exception { ActiveMQConnectionFactory factory = new ActiveMQConnectionFactory( vm factory setAlwaysSyncSend(true); Connection connection = factory createConnection(); connection start(); Session session = connection createSession(true, Session SESSION TRANSACTED); Destination queue = session createQueue(QUEUE NAME); Destination retainQueue = session createQueue(QUEUE NAME + -retain ); MessageProducer producer = session createProducer(null); producer setDeliveryMode(DeliveryMode PERSISTENT); BytesMessage message = session createBytesMessage(); message writeBytes(new byte[10]); for (int i=0; i<4240; i++) { producer send(retainQueue, message); session commit(); } consumerStartLatch countDown(); for (int i = 0; i < MAX MESSAGES; i++) { producer send(queue, message); if (i>0 && i%20 == 0) { session commit(); } messagesSentCountDown countDown(); if (i>0 && i%500 == 0) { LOG info( Sent + i); } } session commit(); producer close(); session close(); connection close(); } }",1.0,
2452,2452,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\TransactedStoreUsageSuspendResumeTest.,ConsumerThread,"private class ConsumerThread extends Thread { Override public void run() { try { consumerStartLatch await(30, TimeUnit SECONDS); ConnectionFactory factory = new ActiveMQConnectionFactory( vm Connection connection = factory createConnection(); connection start(); Session session = connection createSession(true, Session SESSION TRANSACTED); long currentSendCount; do { currentSendCount = messagesSentCountDown getCount(); TimeUnit SECONDS sleep(5); } while (currentSendCount != messagesSentCountDown getCount()); LOG info( Starting consumer at + currentSendCount); MessageConsumer consumer = session createConsumer(session createQueue(QUEUE NAME)); do { Message message = consumer receive(1000); if (message != null) { session commit(); messagesReceivedCountDown countDown(); } if (messagesReceivedCountDown getCount() % 500 == 0) { LOG info( remaining to receive + messagesReceivedCountDown getCount()); } } while (messagesReceivedCountDown getCount() != 0); consumer close(); session close(); connection close(); } catch (Exception e) { Assert fail(e getMessage()); } } } Before",1.0,
2455,2455,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\VMTransportClosureTest.,VMTransportClosureTest,"public class VMTransportClosureTest extends EmbeddedBrokerTestSupport { private static final Log LOG = LogFactory getLog(VMTransportClosureTest class); private static final long MAX TEST TIME MILLIS = 300000; private static final int NUM ATTEMPTS = 100000; public void setUp() throws Exception { setAutoFail(true); setMaxTestTime(MAX TEST TIME MILLIS); super setUp(); } Override protected BrokerService createBroker() throws Exception { BrokerService answer = new BrokerService(); answer setPersistent(isPersistent()); return answer; } public void testPrematureClosure() throws Exception { ActiveMQConnection persistentConn = (ActiveMQConnection) createConnection(); persistentConn start(); Session session = persistentConn createSession(true, Session SESSION TRANSACTED); MessageProducer producer = session createProducer(destination); for (int i = 0; i < NUM ATTEMPTS; i++) { LOG info( Attempt + i); final Transport localTransport = TransportFactory connect(broker getVmConnectorURI()); localTransport setTransportListener(new TransportListener() { public void onCommand(Object command) { if (command instanceof ShutdownInfo) { try { localTransport stop(); } catch (Exception ex) { throw new RuntimeException(ex); } } } public void onException(IOException error) { } public void transportInterupted() { } public void transportResumed() { } }); localTransport start(); localTransport stop(); producer send(session createMessage()); session rollback(); } persistentConn close(); } }",1.0,
2456,2456,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\amq1095\ActiveMQTestCase.,ActiveMQTestCase,"public class ActiveMQTestCase extends TestCase { private Context context; private BrokerService broker; protected Connection connection; protected Destination destination; private List<MessageConsumer> consumersToEmpty = new LinkedList<MessageConsumer>(); protected final long RECEIVE TIMEOUT = 500; public ActiveMQTestCase() {} public ActiveMQTestCase(final String name) { super(name); } protected void setUp() { URI uri; try { final Properties systemProperties = System getProperties(); final Properties jndiProperties = new Properties(); for (final Iterator i = systemProperties keySet() iterator(); i hasNext();) { final String key = (String) i next(); if (key startsWith( java naming ) || key startsWith( topic ) || key startsWith( queue )) { final String value = (String) systemProperties get(key); jndiProperties put(key, value); } } context = new InitialContext(jndiProperties); uri = new URI( xbean org/apache/activemq/bugs/amq1095/activemq xml ); broker = BrokerFactory createBroker(uri); broker start(); } catch (Exception ex) { throw new RuntimeException(ex); } final ConnectionFactory connectionFactory; try { connectionFactory = (ConnectionFactory) context lookup( TopicConnectionFactory ); destination = new ActiveMQTopic( TestTopic ); connection = connectionFactory createConnection(); connection setClientID( sampleClientID ); } catch (JMSException ex1) { ex1 printStackTrace(); Assert fail(ex1 toString()); } catch (NamingException ex2) { ex2 printStackTrace(); Assert fail(ex2 toString()); } catch (Throwable ex3) { ex3 printStackTrace(); Assert fail(ex3 toString()); } } protected void tearDown() throws Exception { TextMessage msg; try { for (final Iterator i = consumersToEmpty iterator(); i hasNext();) { final MessageConsumer consumer = (MessageConsumer) i next(); if (consumer != null) do msg = (TextMessage) consumer receive(RECEIVE TIMEOUT); while (msg != null); } } catch (Exception e) { } if (connection != null) { connection stop(); } broker stop(); } protected void registerToBeEmptiedOnShutdown(final MessageConsumer consumer) { consumersToEmpty add(consumer); } }",1.0,
2457,2457,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\amq1095\MessageSelectorTest.,MessageSelectorTest,"public class MessageSelectorTest extends ActiveMQTestCase { private MessageConsumer consumer1; private MessageConsumer consumer2; public MessageSelectorTest() {} public MessageSelectorTest(final String name) { super(name); } public void testMessageSelectorForDurableSubscribersRunA() { runMessageSelectorTest(true); } public void testMessageSelectorForDurableSubscribersRunB() { runMessageSelectorTest(true); } public void testMessageSelectorForNonDurableSubscribers() { runMessageSelectorTest(false); } private void runMessageSelectorTest(final boolean isDurableSubscriber) { try { final String PROPERTY CONSUMER = consumer ; final String CONSUMER 1 = Consumer 1 ; final String CONSUMER 2 = Consumer 2 ; final String MESSAGE 1 = Message to + CONSUMER 1; final String MESSAGE 2 = Message to + CONSUMER 2; assertNotNull(connection); assertNotNull(destination); final Session producingSession = connection createSession(false, Session AUTO ACKNOWLEDGE); final MessageProducer producer = producingSession createProducer(destination); final Session consumingSession1 = connection createSession(false, Session AUTO ACKNOWLEDGE); final Session consumingSession2 = connection createSession(false, Session AUTO ACKNOWLEDGE); if (isDurableSubscriber) { consumer1 = consumingSession1 createDurableSubscriber ((Topic) destination, CONSUMER 1, PROPERTY CONSUMER + = 1 , false); consumer2 = consumingSession2 createDurableSubscriber ((Topic) destination, CONSUMER 2, PROPERTY CONSUMER + = 2 , false); } else { consumer1 = consumingSession1 createConsumer(destination, PROPERTY CONSUMER + = 1 ); consumer2 = consumingSession2 createConsumer(destination, PROPERTY CONSUMER + = 2 ); } registerToBeEmptiedOnShutdown(consumer1); registerToBeEmptiedOnShutdown(consumer2); connection start(); TextMessage msg1; TextMessage msg2; int propertyValue; String contents; msg1 = (TextMessage) consumer1 receive(RECEIVE TIMEOUT); if (msg1 != null) { final StringBuffer msg = new StringBuffer( The consumer read a message that was left over from a former ActiveMQ broker run ); propertyValue = msg1 getIntProperty(PROPERTY CONSUMER); contents = msg1 getText(); if (propertyValue != 1) { msg append( That message does not match the consumer s message selector ); fail(msg toString()); } assertEquals(1, propertyValue); assertEquals(MESSAGE 1, contents); } msg2 = (TextMessage) consumer2 receive(RECEIVE TIMEOUT); if (msg2 != null) { final StringBuffer msg = new StringBuffer( The consumer read a message that was left over from a former ActiveMQ broker run ); propertyValue = msg2 getIntProperty(PROPERTY CONSUMER); contents = msg2 getText(); if (propertyValue != 2) { msg append( That message does not match the consumer s message selector ); fail(msg toString()); } assertEquals(2, propertyValue); assertEquals(MESSAGE 2, contents); } TextMessage msg; msg = producingSession createTextMessage(); msg setText(MESSAGE 1); msg setIntProperty(PROPERTY CONSUMER, 1); producer send(msg); msg = producingSession createTextMessage(); msg setText(MESSAGE 2); msg setIntProperty(PROPERTY CONSUMER, 2); producer send(msg); msg1 = (TextMessage) consumer1 receive(RECEIVE TIMEOUT); assertNotNull(msg1); propertyValue = msg1 getIntProperty(PROPERTY CONSUMER); contents = msg1 getText(); assertEquals(1, propertyValue); assertEquals(MESSAGE 1, contents); msg1 = (TextMessage) consumer1 receive(RECEIVE TIMEOUT); assertNull(msg1); msg2 = (TextMessage) consumer2 receive(RECEIVE TIMEOUT); assertNotNull(msg2); propertyValue = msg2 getIntProperty(PROPERTY CONSUMER); contents = msg2 getText(); assertEquals(2, propertyValue); assertEquals(MESSAGE 2, contents); msg2 = (TextMessage) consumer2 receive(RECEIVE TIMEOUT); assertNull(msg2); } catch (JMSException ex) { ex printStackTrace(); Assert fail(); } } }",1.0,
2458,2458,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\amq1974\TryJmsClient.,TryJmsClient,"public class TryJmsClient { private final BrokerService broker = new BrokerService(); public static void main(String[] args) throws Exception { new TryJmsClient() start(); } private void start() throws Exception { broker setUseJmx(false); broker setPersistent(true); broker setBrokerName( TestBroker ); broker getSystemUsage() setSendFailIfNoSpace(true); broker getSystemUsage() getMemoryUsage() setLimit(10 * 1024 * 1024); KahaPersistenceAdapter persist = new KahaPersistenceAdapter(); persist setDirectory(new File( /tmp/broker2 )); persist setMaxDataFileLength(20 * 1024 * 1024); broker setPersistenceAdapter(persist); String brokerUrl = tcp broker addConnector(brokerUrl); broker start(); addNetworkBroker(); startUsageMonitor(broker); startMessageSend(); synchronized(this) { this wait(); } } private void startUsageMonitor(final BrokerService brokerService) { new Thread(new Runnable() { public void run() { while (true) { try { Thread sleep(10000); } catch (InterruptedException e) { e printStackTrace(); } System out println( ActiveMQ memeory + brokerService getSystemUsage() getMemoryUsage() getPercentUsage() + + brokerService getSystemUsage() getMemoryUsage() getUsage()); System out println( ActiveMQ message store + brokerService getSystemUsage() getStoreUsage() getPercentUsage()); System out println( ActiveMQ temp space + brokerService getSystemUsage() getTempUsage() getPercentUsage()); } } }) start(); } private void addNetworkBroker() throws Exception { DiscoveryNetworkConnector dnc = new DiscoveryNetworkConnector(); dnc setNetworkTTL(1); dnc setBrokerName( TestBroker ); dnc setName( Broker1Connector ); dnc setDynamicOnly(true); SimpleDiscoveryAgent discoveryAgent = new SimpleDiscoveryAgent(); String remoteUrl = tcp discoveryAgent setServices(remoteUrl); dnc setDiscoveryAgent(discoveryAgent); broker addNetworkConnector(dnc); dnc start(); } private void startMessageSend() { new Thread(new MessageSend()) start(); } private class MessageSend implements Runnable { public void run() { try { String url = vm ActiveMQConnection connection = ActiveMQConnection makeConnection(url); connection setDispatchAsync(true); Session session = connection createSession(false, Session AUTO ACKNOWLEDGE); Destination dest = session createTopic( TestDestination ); MessageProducer producer = session createProducer(dest); producer setDeliveryMode(DeliveryMode PERSISTENT); for(int i = 0; i < 99999999; i++) { TextMessage message = session createTextMessage( test + i); try { producer send(message); } catch (Exception e ) { e printStackTrace(); System out println( TOTAL number of messages sent + i); break; } if (i % 1000 == 0) { System out println( sent message + message getJMSMessageID()); } } } catch (JMSException e) { e printStackTrace(); } catch (URISyntaxException e) { e printStackTrace(); } } } }",1.0,
2459,2459,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\amq1974\TryJmsClient.,MessageSend,"private class MessageSend implements Runnable { public void run() { try { String url = vm ActiveMQConnection connection = ActiveMQConnection makeConnection(url); connection setDispatchAsync(true); Session session = connection createSession(false, Session AUTO ACKNOWLEDGE); Destination dest = session createTopic( TestDestination ); MessageProducer producer = session createProducer(dest); producer setDeliveryMode(DeliveryMode PERSISTENT); for(int i = 0; i < 99999999; i++) { TextMessage message = session createTextMessage( test + i); try { producer send(message); } catch (Exception e ) { e printStackTrace(); System out println( TOTAL number of messages sent + i); break; } if (i % 1000 == 0) { System out println( sent message + message getJMSMessageID()); } } } catch (JMSException e) { e printStackTrace(); } catch (URISyntaxException e) { e printStackTrace(); } } }",1.0,
2460,2460,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\amq1974\TryJmsManager.,TryJmsManager,"public class TryJmsManager { private final BrokerService broker = new BrokerService(); public static void main(String[] args) throws Exception { new TryJmsManager() start(); } private void start() throws Exception { broker setUseJmx(false); broker setPersistent(true); broker setBrokerName( TestBroker ); broker getSystemUsage() setSendFailIfNoSpace(true); broker getSystemUsage() getMemoryUsage() setLimit(10 * 1024 * 1024); KahaPersistenceAdapter persist = new KahaPersistenceAdapter(); persist setDirectory(new File( /tmp/broker1 )); persist setMaxDataFileLength(20 * 1024 * 1024); broker setPersistenceAdapter(persist); String brokerUrl = tcp broker addConnector(brokerUrl); broker start(); addNetworkBroker(); startUsageMonitor(broker); startMessageConsumer(); synchronized(this) { this wait(); } } private void startUsageMonitor(final BrokerService brokerService) { new Thread(new Runnable() { public void run() { while (true) { try { Thread sleep(10000); } catch (InterruptedException e) { e printStackTrace(); } System out println( ActiveMQ memeory + brokerService getSystemUsage() getMemoryUsage() getPercentUsage() + + brokerService getSystemUsage() getMemoryUsage() getUsage()); System out println( ActiveMQ message store + brokerService getSystemUsage() getStoreUsage() getPercentUsage()); System out println( ActiveMQ temp space + brokerService getSystemUsage() getTempUsage() getPercentUsage()); } } }) start(); } private void addNetworkBroker() throws Exception { DiscoveryNetworkConnector dnc = new DiscoveryNetworkConnector(); dnc setNetworkTTL(1); dnc setBrokerName( TestBroker ); dnc setName( Broker1Connector ); dnc setDynamicOnly(true); SimpleDiscoveryAgent discoveryAgent = new SimpleDiscoveryAgent(); String remoteUrl = tcp discoveryAgent setServices(remoteUrl); dnc setDiscoveryAgent(discoveryAgent); broker addNetworkConnector(dnc); dnc start(); } private void startMessageConsumer() throws JMSException, URISyntaxException { String url = vm ActiveMQConnection connection = ActiveMQConnection makeConnection(url); Session session = connection createSession(false, Session AUTO ACKNOWLEDGE); Destination dest = session createTopic( TestDestination ); MessageConsumer consumer = session createConsumer(dest); consumer setMessageListener(new MessageListener() { public void onMessage(Message message) { try { System out println( got message + message getJMSMessageID()); } catch (JMSException e) { e printStackTrace(); } } } ); connection start(); } }",1.0,
2462,2462,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\bugs\embedded\ThreadExplorer.,ThreadExplorer,"public class ThreadExplorer { static Logger logger = Logger getLogger(ThreadExplorer class); public static Thread[] listThreads() { int nThreads = Thread activeCount(); Thread ret[] = new Thread[nThreads]; Thread enumerate(ret); return ret; } public static Thread fetchThread(String name) { Thread[] threadArray = listThreads(); for (int i = 0; i < threadArray length; i++) { Thread t = threadArray[i]; if (t getName() equalsIgnoreCase(name)) return t; } return null; } SuppressWarnings( deprecation ) public static int kill(String threadName, boolean isStarredExp, String motivation) { String me = ThreadExplorer kill ; if (logger isDebugEnabled()) { logger debug( Entering + me + with + threadName + isStarred + isStarredExp); } int ret = 0; Pattern mypattern = null; if (isStarredExp) { String realreg = threadName toLowerCase() replaceAll( * , * ); mypattern = Pattern compile(realreg); } Thread[] threads = listThreads(); for (int i = 0; i < threads length; i++) { Thread thread = threads[i]; if (thread == null) continue; boolean matches = false; if (isStarredExp) { Matcher matcher = mypattern matcher(thread getName() toLowerCase()); matches = matcher matches(); } else { matches = (thread getName() equalsIgnoreCase(threadName)); } if (matches && (Thread currentThread() != thread) && !thread getName() equals( main )) { if (logger isInfoEnabled()) logger info( Killing thread named [ + thread getName() + ] ); ret++; try { thread stop(); } catch (ThreadDeath e) { logger warn( Thread already death , e); } } } return ret; } public static String show(String title) { StringBuffer out = new StringBuffer(); Thread[] threadArray = ThreadExplorer listThreads(); out append(title + n ); for (int i = 0; i < threadArray length; i++) { Thread thread = threadArray[i]; if (thread != null) { out append( * [ + thread getName() + ] + (thread isDaemon() (Daemon) ) + Group + thread getThreadGroup() getName() + n ); } else { out append( * ThreadDeath + thread + n ); } } return out toString(); } public static int active() { int count = 0; Thread[] threadArray = ThreadExplorer listThreads(); for (int i = 0; i < threadArray length; i++) { Thread thread = threadArray[i]; if (thread != null) { count++; } } return count; } }",1.0,
2465,2465,data,\smellybot\activemq\activemq-unit-tests\src\test\java\org\apache\activemq\command\ActiveMQDestinationTest.,CombyDest,"class CombyDest implements Queue, Topic, TemporaryQueue, TemporaryTopic { private final String qName; private final String topicName; public CombyDest(String qName, String topicName) { this qName = qName; this topicName = topicName; } public void delete() throws JMSException { } public String getTopicName() throws JMSException { return topicName; } public String getQueueName() throws JMSException { return qName; } }",1.0,
